Country or Area,Year,Unit,Value,Value Footnotes
Lebanon,2003,Metric tons,2023.8,
Lebanon,2002,Metric tons,2122.3,
Lebanon,2001,Metric tons,1457.2,
Lebanon,2000,Metric tons,1008.9,
Lebanon,1999,Metric tons,945.1,
Lebanon,1998,Metric tons,671.6,
Lebanon,1997,Metric tons,793,
Lebanon,1996,Metric tons,539,
Lebanon,1995,Metric tons,535,
Lithuania,2016,Metric tons,0,
Lithuania,2016,Mil. USD,0,
Lithuania,2015,Metric tons,0,
Lithuania,2015,Mil. USD,0,
Lithuania,2014,Metric tons,0,
Lithuania,2014,Mil. USD,0,
Lithuania,2013,Metric tons,0,
Lithuania,2013,Mil. USD,0,
Lithuania,2012,Metric tons,0,
Lithuania,2012,Mil. USD,0,
Lithuania,2011,Metric tons,0,
Lithuania,2011,Mil. USD,0,
Lithuania,2010,Metric tons,0,
Lithuania,2010,Mil. USD,0,
Lithuania,2009,Metric tons,0,
Lithuania,2009,Mil. USD,0,
Lithuania,2008,Metric tons,0,
Lithuania,2008,Mil. USD,0,
Lithuania,2007,Metric tons,0,
Lithuania,2007,Mil. USD,0,
Lithuania,2006,Metric tons,0,
Lithuania,2006,Mil. USD,0,
Lithuania,2005,Metric tons,0,
Lithuania,2005,Mil. USD,0,
Lithuania,2004,Metric tons,0,
Lithuania,2004,Mil. USD,0,
Lithuania,2003,Metric tons,0,
Lithuania,2003,Mil. USD,0,
Lithuania,2002,Metric tons,0,
Lithuania,2002,Mil. USD,0,
Lithuania,2001,Metric tons,0,
Lithuania,2001,Mil. USD,0,
Lithuania,2000,Metric tons,0,
Lithuania,2000,Mil. USD,0,
Lithuania,1999,Metric tons,0,
Lithuania,1999,Mil. USD,0,
Lithuania,1998,Metric tons,0,
Lithuania,1998,Mil. USD,0,
Lithuania,1997,Metric tons,0,
Lithuania,1997,Mil. USD,0,
Luxembourg,2016,Metric tons,0,2
Luxembourg,2016,Mil. USD,0,2
Madagascar,2006,Metric tons,3.646674496,
Madagascar,2005,Metric tons,3.473869501,
Madagascar,2004,Metric tons,3.3,
Madagascar,2004,Mil. USD,0.003906129,
Madagascar,1998,Metric tons,299,
Madagascar,1997,Metric tons,177,
Madagascar,1996,Metric tons,438,
Madagascar,1995,Metric tons,224,
Malawi,2015,Metric tons,189789.8,
Malawi,2014,Metric tons,191967.5,
Malawi,2013,Metric tons,168667.3,
Malawi,2012,Metric tons,151500,
Malawi,2011,Metric tons,237169.7,
Malawi,2010,Metric tons,220198,
Malawi,2009,Metric tons,160050,
Malawi,2008,Metric tons,208154,
Malawi,2007,Metric tons,160236,
Malawi,2006,Metric tons,117412,
Malawi,2005,Metric tons,121600,
Malawi,2001,Metric tons,69,10
Malawi,2000,Metric tons,76,10
Malawi,1999,Metric tons,99,10
Malawi,1998,Metric tons,125,10
Malawi,1997,Metric tons,158,10
Malawi,1996,Metric tons,142,10
Malawi,1995,Metric tons,129,10
Malta,2016,Metric tons,0,2
Malta,2016,Mil. USD,0,2
Mexico,2006,Metric tons,0,
Mexico,2006,Mil. USD,0,
Mexico,2005,Metric tons,0,
Mexico,2005,Mil. USD,0,
Mexico,2004,Metric tons,0,
Mexico,2004,Mil. USD,0,
Mexico,2003,Metric tons,0,
Mexico,2003,Mil. USD,0,
Mexico,2002,Metric tons,0,
Mexico,2002,Mil. USD,0,
Mexico,2001,Metric tons,0,
Mexico,2001,Mil. USD,0,
Mexico,2000,Metric tons,0,
Mexico,2000,Mil. USD,0,
Mexico,1999,Metric tons,0,
Mexico,1999,Mil. USD,0,
Mexico,1997,Metric tons,0,
Mexico,1997,Mil. USD,0,
Mexico,1996,Metric tons,0,
Mexico,1996,Mil. USD,0,
Mexico,1995,Metric tons,0,
Mexico,1995,Mil. USD,0,
Mongolia,2016,Mil. USD,10.05648586,
Mongolia,2015,Mil. USD,36.8794403,
Mongolia,2014,Mil. USD,50.07821336,
Mongolia,2013,Mil. USD,49.07001344,
Mongolia,2012,Mil. USD,37.76158212,
Mongolia,2011,Mil. USD,36.36115423,
Mongolia,2010,Mil. USD,26.92074012,
Mongolia,2009,Mil. USD,23.52477231,
Mongolia,2008,Mil. USD,0.314117937,
Mongolia,2007,Mil. USD,1.000084729,
Mongolia,2006,Mil. USD,1.941257623,
Montenegro,2016,Metric tons,0,2
Montenegro,2016,Mil. USD,0,2
Montenegro,2007,Metric tons,332,
Montenegro,2006,Metric tons,554,
Montenegro,2005,Metric tons,448,
Montenegro,2004,Metric tons,300,
Montenegro,2003,Metric tons,293,
Montenegro,2002,Metric tons,186,
Morocco,2007,Metric tons,7,
Morocco,2006,Metric tons,5,
Morocco,2005,Metric tons,5,
Morocco,2004,Metric tons,5,
Morocco,2003,Metric tons,5,
Morocco,2002,Metric tons,6,10
Morocco,2001,Metric tons,6,
Morocco,2000,Metric tons,7,10
Morocco,1999,Metric tons,4,10
Morocco,1998,Metric tons,11,10
Morocco,1997,Metric tons,9,10
Morocco,1996,Metric tons,6,10
Morocco,1995,Metric tons,4,10
Mozambique,2015,Metric tons,53.1089764,
Mozambique,2015,Mil. USD,148.7703171,
Mozambique,2014,Metric tons,53.5189605,
Mozambique,2014,Mil. USD,143.6173529,
Mozambique,2013,Metric tons,42.5230933,
Mozambique,2013,Mil. USD,190.2219394,
Mozambique,2012,Metric tons,38.72010455,
Mozambique,2012,Mil. USD,171.6315778,
Mozambique,2011,Metric tons,19.54818766,
Mozambique,2011,Mil. USD,68.59527387,
Mozambique,2010,Metric tons,16.2359998,
Mozambique,2010,Mil. USD,23.46282963,
Mozambique,2009,Metric tons,23.47417,
Mozambique,2009,Mil. USD,64.0519219,
Mozambique,2008,Metric tons,20.4359,
Mozambique,2008,Mil. USD,35.37294854,
Mozambique,2007,Metric tons,12.78043607,
Mozambique,2007,Mil. USD,20.80380017,
Mozambique,2006,Metric tons,39.524591,
Mozambique,2006,Mil. USD,65.45089582,
Nepal,2011,Metric tons,6599.2,
Nepal,2011,Mil. USD,4.617326331,
Nepal,2007,Metric tons,276.8,
Nepal,2007,Mil. USD,0.365956334,
Nepal,2001,Mil. USD,0.08005417,
Netherlands,2016,Metric tons,36889,
Netherlands,2016,Mil. USD,347.7597167,
Netherlands,2015,Metric tons,47942,
Netherlands,2015,Mil. USD,417.2542124,
Netherlands,2014,Metric tons,45974,
Netherlands,2014,Mil. USD,487.8147884,
Netherlands,2013,Metric tons,96972,
Netherlands,2013,Mil. USD,884.2752182,
Netherlands,2012,Metric tons,107623,
Netherlands,2012,Mil. USD,832.5906727,
Netherlands,2011,Metric tons,56456,
Netherlands,2011,Mil. USD,514.3494992,
Netherlands,1995,Metric tons,41750,
New Zealand,2009,Metric tons,148,
New Zealand,2008,Metric tons,144,
New Zealand,2007,Metric tons,118,
New Zealand,2006,Metric tons,396,
New Zealand,2005,Metric tons,819,
New Zealand,2004,Metric tons,788,
New Zealand,2003,Metric tons,701,
New Zealand,2002,Metric tons,705,
New Zealand,2001,Metric tons,696,
New Zealand,2000,Metric tons,822,
New Zealand,1999,Metric tons,723,
New Zealand,1998,Metric tons,739,
New Zealand,1997,Metric tons,687,
New Zealand,1996,Metric tons,658,
New Zealand,1995,Metric tons,808,
Nigeria,2005,Mil. USD,0,
Nigeria,2004,Mil. USD,0,
Nigeria,2003,Mil. USD,0,
Nigeria,2002,Metric tons,9,10
Nigeria,2002,Mil. USD,0,
Nigeria,2001,Metric tons,9,10
Nigeria,2001,Mil. USD,0,
Nigeria,2000,Metric tons,9,10
Nigeria,1999,Metric tons,9,10
Nigeria,1998,Metric tons,9,10
Nigeria,1997,Metric tons,9,10
Nigeria,1996,Metric tons,9,10
Nigeria,1995,Metric tons,9,10
Norway,2016,Metric tons,0,2
Norway,2016,Mil. USD,0,2
Norway,2004,Mil. USD,56.21708493,
Norway,2003,Metric tons,2059,
Norway,2003,Mil. USD,57.38072987,
Norway,2002,Metric tons,2293,
Norway,2002,Mil. USD,53.76075778,
Poland,2016,Metric tons,21204,
Poland,2016,Mil. USD,333.1910199,
Poland,2015,Metric tons,23661,
Poland,2015,Mil. USD,341.3914578,
Poland,2014,Metric tons,20964,
Poland,2014,Mil. USD,352.0955236,
Poland,2013,Metric tons,21970,
Poland,2013,Mil. USD,318.1657588,
Poland,2012,Metric tons,25027,
Poland,2012,Mil. USD,323.134198,
Poland,2010,Metric tons,27998.4,
Poland,2010,Mil. USD,339.3028886,
Poland,2009,Metric tons,30028.9,
Poland,2009,Mil. USD,342.6126485,
Poland,2008,Metric tons,33384,
Poland,2008,Mil. USD,302.9214882,
Poland,2007,Metric tons,41621,
Poland,2007,Mil. USD,252.3889521,
Poland,2006,Metric tons,20511,
Poland,2006,Mil. USD,144.59462,
Poland,2005,Metric tons,5218,
Poland,2005,Mil. USD,35.32702481,
Poland,2004,Metric tons,3276,
Poland,2004,Mil. USD,12.46704958,
Poland,2003,Metric tons,2204,
Poland,2003,Mil. USD,17.51059056,
Poland,2002,Metric tons,118,
Poland,2002,Mil. USD,1.225480184,
Poland,2001,Metric tons,19,
Poland,2001,Mil. USD,0.268692445,
Poland,2000,Metric tons,13,11
Poland,2000,Mil. USD,0.253101937,
Poland,1999,Metric tons,5,
Poland,1998,Metric tons,8,
Poland,1997,Metric tons,13,
Poland,1996,Metric tons,23,
Poland,1995,Metric tons,41,
Portugal,2016,Metric tons,7689.834,
Portugal,2016,Mil. USD,49.03499281,
Portugal,2015,Metric tons,6973.81845,
Portugal,2015,Mil. USD,48.09503574,
Portugal,2014,Metric tons,11459.113,
Portugal,2014,Mil. USD,115.4315165,
Portugal,2013,Metric tons,12875.078,
Portugal,2013,Mil. USD,123.4787349,
Portugal,2012,Metric tons,11522.878,
Portugal,2012,Mil. USD,94.71234517,
Portugal,2011,Metric tons,13042.024,
Portugal,2011,Mil. USD,96.22960888,
Portugal,2010,Metric tons,13661.548,
Portugal,2010,Mil. USD,95.8539552,
Portugal,2009,Metric tons,13604.144,
Portugal,2009,Mil. USD,101.1446574,
Portugal,2008,Metric tons,9372.907,
Portugal,2008,Mil. USD,69.60766558,
Portugal,2007,Metric tons,3.266,
Portugal,2007,Mil. USD,0.113881371,
Portugal,2006,Metric tons,7.309,
Portugal,2006,Mil. USD,0.205834394,
Portugal,2005,Metric tons,10.029,
Portugal,2005,Mil. USD,0.20267373,
Portugal,2004,Metric tons,8,
Portugal,2004,Mil. USD,0,
Portugal,2003,Metric tons,6.916,
Portugal,2003,Mil. USD,0.187981464,
Portugal,2002,Metric tons,9.149,
Portugal,2002,Mil. USD,0.185768849,
Portugal,2001,Metric tons,10.507,
Portugal,2001,Mil. USD,0.175065995,
Portugal,2000,Metric tons,13.567,
Portugal,2000,Mil. USD,0.160837356,
Portugal,1999,Metric tons,9.937,
Portugal,1999,Mil. USD,0.149650456,
Portugal,1998,Metric tons,157.854,
Portugal,1998,Mil. USD,2.368590828,
Portugal,1997,Metric tons,147.119,
Portugal,1997,Mil. USD,2.047634735,
Republic of Moldova,2016,Metric tons,1097.1,
Republic of Moldova,2015,Metric tons,1665.3,
Republic of Moldova,2014,Metric tons,2553.9,
Republic of Moldova,2013,Metric tons,3570.9,
Republic of Moldova,2012,Metric tons,5693.7,
Republic of Moldova,2011,Metric tons,6758.6,
Republic of Moldova,2010,Metric tons,7286.6,
Republic of Moldova,2009,Metric tons,4901.2,
Republic of Moldova,2008,Metric tons,6258.7,
Republic of Moldova,2007,Metric tons,4338,
Republic of Moldova,2006,Metric tons,5190.5,
Republic of Moldova,2005,Metric tons,8207,
Republic of Moldova,2004,Metric tons,7562,
Republic of Moldova,2003,Metric tons,8224,
Romania,2007,Metric tons,3100,
Romania,2007,Mil. USD,14.99600123,
Romania,2006,Metric tons,0,
Romania,2006,Mil. USD,0,
Romania,2005,Metric tons,534,
Romania,2005,Mil. USD,0.906765441,
Romania,2004,Metric tons,6927,
Romania,2004,Mil. USD,43.74387605,
Romania,2003,Metric tons,12668,
Romania,2003,Mil. USD,52.43030982,
Romania,2002,Metric tons,13259,
Romania,2002,Mil. USD,47.0573216,
Romania,2001,Metric tons,37515,
Romania,2000,Metric tons,33301,
Romania,1999,Metric tons,30802,
Romania,1998,Metric tons,28576,
Romania,1997,Metric tons,25945,
Romania,1996,Metric tons,25440,
Romania,1995,Metric tons,22538,
Russian Federation,2016,Metric tons,329.25,
Russian Federation,2015,Metric tons,407.94,
Russian Federation,2014,Metric tons,100.1,
Russian Federation,2013,Metric tons,17.04,
Russian Federation,2012,Metric tons,18.6,
Russian Federation,2011,Metric tons,9,
Russian Federation,2010,Metric tons,4,
Russian Federation,2009,Metric tons,6,
Russian Federation,2008,Metric tons,4,
Russian Federation,2007,Metric tons,0,
Russian Federation,2006,Metric tons,0,
Russian Federation,2005,Metric tons,0,
Russian Federation,2004,Metric tons,0,
Russian Federation,2003,Metric tons,0,
Russian Federation,2002,Metric tons,0,
Russian Federation,2001,Metric tons,0,
Russian Federation,2000,Metric tons,109,
Russian Federation,1999,Metric tons,0,
Russian Federation,1998,Metric tons,0,
Russian Federation,1997,Metric tons,1,
Russian Federation,1996,Metric tons,23,
Russian Federation,1995,Metric tons,3,
Serbia,2010,Metric tons,4952,
Serbia,2009,Metric tons,4197,
Serbia,2008,Metric tons,4769,
Serbia,2007,Metric tons,3822,
Serbia,2006,Metric tons,8627,
Slovakia,2016,Metric tons,0,2
Slovakia,2016,Mil. USD,0,2
Slovakia,2000,Metric tons,3298,
Slovakia,1999,Metric tons,2563,
Slovakia,1998,Metric tons,361,
Slovenia,2016,Metric tons,0,2
Slovenia,2016,Mil. USD,0,2
Slovenia,2015,Metric tons,0,
Slovenia,2015,Mil. USD,0,
Slovenia,2014,Metric tons,0,
Slovenia,2014,Mil. USD,0,
Slovenia,2013,Metric tons,0,
Slovenia,2013,Mil. USD,0,
Slovenia,2012,Metric tons,0,
Slovenia,2012,Mil. USD,0,
Slovenia,2011,Metric tons,0,
Slovenia,2011,Mil. USD,0,
Slovenia,1996,Metric tons,0,
Slovenia,1995,Metric tons,123,
South Africa,2002,Metric tons,78823,10
South Africa,2001,Metric tons,74471,10
South Africa,2000,Metric tons,67387,10
South Africa,1999,Metric tons,65812,10
South Africa,1998,Metric tons,63350,10
South Africa,1997,Metric tons,72725,10
South Africa,1996,Metric tons,65438,10
South Africa,1995,Metric tons,65237,10
Sweden,2016,Metric tons,9306.3,
Sweden,2016,Mil. USD,641.7699542,
Sweden,2015,Metric tons,8934.2,
Sweden,2015,Mil. USD,614.2379095,
Sweden,2014,Metric tons,8611,
Sweden,2014,Mil. USD,752.027647,
Sweden,2013,Metric tons,8256.8,
Sweden,2013,Mil. USD,723.2989704,
Sweden,2012,Metric tons,8014.2,
Sweden,2012,Mil. USD,596.7000079,
Sweden,2011,Metric tons,8331.7,
Sweden,2011,Mil. USD,584.9039443,
Sweden,2010,Metric tons,8227.9,
Sweden,2010,Mil. USD,543.9894351,
Sweden,2009,Metric tons,8040.8,
Sweden,2009,Mil. USD,457.5632013,
Sweden,2008,Metric tons,7545.3,
Sweden,2008,Mil. USD,467.0271107,
Sweden,2007,Metric tons,8026.1,
Sweden,2007,Mil. USD,383.4141419,
Sweden,2006,Metric tons,8919,
Sweden,2006,Mil. USD,360.5177787,
Sweden,2005,Metric tons,8071,
Sweden,2005,Mil. USD,306.4328826,
Sweden,2004,Metric tons,7895,
Sweden,2004,Mil. USD,290.3841217,
Sweden,2003,Metric tons,7942,
Sweden,2003,Mil. USD,235.0888565,
Sweden,2002,Metric tons,7731,
Sweden,2002,Mil. USD,181.3677345,
Sweden,2001,Metric tons,10255,
Sweden,2001,Mil. USD,160.5168164,
Sweden,2000,Metric tons,9920,
Sweden,2000,Mil. USD,165.8982202,
Sweden,1999,Metric tons,9039,
Sweden,1999,Mil. USD,172.7095162,
Sweden,1998,Metric tons,9966,
Sweden,1998,Mil. USD,169.6883485,
Sweden,1997,Metric tons,7717,
Sweden,1997,Mil. USD,156.256259,
Sweden,1996,Metric tons,7969,
Sweden,1996,Mil. USD,166.1209867,
Sweden,1995,Metric tons,7690,
Switzerland,2007,Metric tons,7,
Switzerland,2006,Metric tons,49,
Switzerland,2005,Metric tons,80,
Switzerland,2004,Metric tons,68,
Switzerland,2003,Metric tons,78,12
Switzerland,2002,Metric tons,80,12
Switzerland,2001,Metric tons,86,12
Switzerland,2000,Metric tons,99,12
Switzerland,1999,Metric tons,125,12
Switzerland,1998,Metric tons,110,12
Switzerland,1997,Metric tons,135,12
Switzerland,1996,Metric tons,141,12
Switzerland,1995,Metric tons,189,12
Syrian Arab Republic,2010,Metric tons,15811,"13,14"
Syrian Arab Republic,2009,Metric tons,15494,"13,14"
Syrian Arab Republic,2008,Metric tons,12652,
Syrian Arab Republic,2007,Metric tons,13245,
Syrian Arab Republic,2006,Metric tons,13056,
Syrian Arab Republic,2005,Metric tons,11832,
Syrian Arab Republic,2004,Metric tons,13144,
Syrian Arab Republic,2003,Metric tons,13412,
Syrian Arab Republic,2002,Metric tons,12863,
Syrian Arab Republic,2001,Metric tons,12007,
Syrian Arab Republic,2000,Metric tons,11097,
Syrian Arab Republic,1999,Metric tons,10991,
Syrian Arab Republic,1998,Metric tons,10398,
Syrian Arab Republic,1997,Metric tons,10137,
Thailand,2006,Metric tons,71,
Thailand,2005,Metric tons,70,
Thailand,2004,Metric tons,63,
Thailand,2003,Metric tons,66,
Thailand,2002,Metric tons,78,
Thailand,2001,Metric tons,64,
Thailand,2000,Metric tons,74,
Thailand,1999,Metric tons,79,
Thailand,1998,Metric tons,74,
Thailand,1997,Metric tons,72,
Thailand,1996,Metric tons,60,
The former Yugoslav Republic of Macedonia,2016,Metric tons,22328,
The former Yugoslav Republic of Macedonia,2016,Mil. USD,106.7239008,2
The former Yugoslav Republic of Macedonia,2015,Metric tons,20634,
The former Yugoslav Republic of Macedonia,2014,Metric tons,28085,
The former Yugoslav Republic of Macedonia,2013,Metric tons,25070,
The former Yugoslav Republic of Macedonia,2012,Metric tons,20103,
The former Yugoslav Republic of Macedonia,2011,Metric tons,25107,
The former Yugoslav Republic of Macedonia,2010,Metric tons,19944,
The former Yugoslav Republic of Macedonia,2009,Metric tons,14858,
The former Yugoslav Republic of Macedonia,2008,Metric tons,16737,
The former Yugoslav Republic of Macedonia,2007,Metric tons,18237,
The former Yugoslav Republic of Macedonia,2006,Metric tons,20634,
The former Yugoslav Republic of Macedonia,2005,Metric tons,15904,
The former Yugoslav Republic of Macedonia,2004,Metric tons,15720,
The former Yugoslav Republic of Macedonia,2003,Metric tons,25873,
The former Yugoslav Republic of Macedonia,2002,Metric tons,21067,
The former Yugoslav Republic of Macedonia,2001,Metric tons,18885,
The former Yugoslav Republic of Macedonia,2000,Metric tons,26766,
The former Yugoslav Republic of Macedonia,1999,Metric tons,26368,
The former Yugoslav Republic of Macedonia,1998,Metric tons,23297,
The former Yugoslav Republic of Macedonia,1997,Metric tons,14904,
The former Yugoslav Republic of Macedonia,1996,Metric tons,13980,
The former Yugoslav Republic of Macedonia,1995,Metric tons,16152,
Tunisia,2007,Metric tons,10447,14
Tunisia,2006,Metric tons,15328,14
Tunisia,2005,Metric tons,14383,14
Tunisia,2004,Metric tons,14467,14
Tunisia,2003,Metric tons,335,
Tunisia,2002,Metric tons,383,
Tunisia,2001,Metric tons,370,
Tunisia,2000,Metric tons,434,
Tunisia,1999,Metric tons,395,
Tunisia,1998,Metric tons,450,
Tunisia,1997,Metric tons,367,
Tunisia,1996,Metric tons,462,
Tunisia,1995,Metric tons,501,
Turkey,2016,Metric tons,229649,
Turkey,2016,Mil. USD,856.9154081,
Turkey,2015,Metric tons,131550.428,
Turkey,2015,Mil. USD,892.322488,
Turkey,2014,Metric tons,128157.751,
Turkey,2014,Mil. USD,1011.192284,
Turkey,2013,Metric tons,104585.834,
Turkey,2013,Mil. USD,844.9448623,
Turkey,2004,Metric tons,93,
Turkey,2003,Metric tons,117,
Turkey,2002,Metric tons,148,
Turkey,2001,Metric tons,110,
Turkey,2000,Metric tons,131,15
Turkey,1999,Metric tons,122,15
Turkey,1998,Metric tons,127,15
Turkey,1997,Metric tons,241,15
Turkey,1996,Metric tons,331,15
Turkey,1995,Metric tons,315,15
Ukraine,2014,Metric tons,10146,
Ukraine,2013,Metric tons,2727,
Ukraine,2012,Metric tons,2677,
Ukraine,2011,Metric tons,2471,
Ukraine,2010,Metric tons,3150,
Ukraine,2009,Metric tons,2444,
Ukraine,2008,Metric tons,4372,
Ukraine,2007,Metric tons,7053,
Ukraine,2006,Metric tons,9858,
Ukraine,2005,Metric tons,7771,
Ukraine,2004,Metric tons,7217,
Ukraine,2003,Metric tons,8812,
United Kingdom,2004,Metric tons,5186,6
United Kingdom,2004,Mil. USD,274.6347358,6
United Kingdom,2003,Mil. USD,237.5616864,6
United Kingdom,2002,Mil. USD,207.2769238,6
United Kingdom,2001,Mil. USD,186.8553455,6
United Kingdom,2000,Metric tons,5540,6
United Kingdom,1999,Metric tons,8368,6
United Kingdom,1999,Mil. USD,200.1434027,6
United Kingdom,1998,Metric tons,6958,6
United Kingdom,1998,Mil. USD,190.2873639,6
United Kingdom,1997,Metric tons,7619,6
United Kingdom,1997,Mil. USD,173.8600543,6
United Kingdom,1996,Metric tons,6665,6
United Kingdom,1996,Mil. USD,167.405598,6
United Kingdom,1995,Metric tons,5690,6
United Kingdom,1995,Mil. USD,137.1380337,6
United Republic of Tanzania,2015,Metric tons,52224,16
United Republic of Tanzania,2015,Mil. USD,61.58911144,16
United Republic of Tanzania,2014,Metric tons,53965,16
United Republic of Tanzania,2014,Mil. USD,75.72167982,16
United Republic of Tanzania,2013,Metric tons,77033,16
United Republic of Tanzania,2013,Mil. USD,106.6616303,16
United Republic of Tanzania,2012,Metric tons,94420,16
United Republic of Tanzania,2011,Metric tons,54012,16
United Republic of Tanzania,2010,Metric tons,51548,16
United Republic of Tanzania,2009,Metric tons,75096,16
United Republic of Tanzania,2009,Mil. USD,101.4207201,16
United Republic of Tanzania,2008,Metric tons,56193,16
United Republic of Tanzania,2008,Mil. USD,105.4048911,16
United Republic of Tanzania,2007,Metric tons,57886,16
United Republic of Tanzania,2007,Mil. USD,238.1345822,16
United Republic of Tanzania,2006,Metric tons,54685,16
United Republic of Tanzania,2006,Mil. USD,311.0342747,16
United Republic of Tanzania,2005,Metric tons,68599,16
United Republic of Tanzania,2005,Mil. USD,156.6309208,16
United Republic of Tanzania,2004,Metric tons,42080,16
United Republic of Tanzania,2003,Metric tons,21898,16
United Republic of Tanzania,2002,Metric tons,23805,16
United Republic of Tanzania,2001,Metric tons,17701,16
United Republic of Tanzania,2000,Metric tons,15107,16
United Republic of Tanzania,1999,Metric tons,15571,16
United Republic of Tanzania,1998,Metric tons,28197,16
United Republic of Tanzania,1997,Metric tons,25293,16
United Republic of Tanzania,1996,Metric tons,23586,16
United Republic of Tanzania,1995,Metric tons,14519,16
United States of America,1999,Metric tons,63672.566,
United States of America,1996,Metric tons,58226,17
Uruguay,2010,Mil. USD,12.07471357,
Uruguay,2003,Mil. USD,4.690902848,
Uruguay,2001,Mil. USD,8.918650311,
Uruguay,2000,Mil. USD,5.543926675,
Uruguay,1999,Mil. USD,5.530011729,
Uruguay,1998,Mil. USD,5.304475653,
Uruguay,1997,Mil. USD,5.844920584,
Uzbekistan,2016,Metric tons,5211.6,
Uzbekistan,2016,Mil. USD,6.322400606,
Uzbekistan,1997,Metric tons,9066,
Uzbekistan,1996,Metric tons,10247,
Uzbekistan,1995,Metric tons,3827,
Viet Nam,2005,Metric tons,12150,
Viet Nam,2004,Metric tons,12060,
Viet Nam,2003,Metric tons,8817,
Viet Nam,2002,Metric tons,6623,
Viet Nam,2001,Metric tons,1944,
Viet Nam,2000,Metric tons,1270,